simTime,simData_0,simData_1,simData_2,simData_3,simData_4,simData_5,simData_6,simData_7,simData_8,simData_9,simData_10,simData_11,simData_12,simData_13,simData_14,simData_15,targetData_0,targetData_1
[0.],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.019948772196937,77.09648074610439,0.0,0.0,0.0,-10.0
[0.02],2.3191535785550396e-05,0.0,0.0007357769281925515,0.0,0.00010039880048934474,0.0,0.0011595767892775197,0.0,0.036788846409627575,0.0,0.005019940024467237,0.0,22.019948772196937,77.09648074610439,0.44039897544393874,1.5419296149220878,39.999988750000526,-19.9700000028125
[0.04],5.694829806199561e-05,4.98719493823463e-09,0.002119586563021781,1.678979845155449e-08,0.0002481759091407631,-9.324102759692925e-08,0.0016808914639551726,2.493597469117315e-07,0.069190650849666,8.399579869432944e-07,0.007388855432570918,-4.662051356349913e-06,22.019948772196937,77.09648074610439,0.8719899713789987,3.053020637545734,39.999955000008434,-19.940000022499998
[0.06],8.769325774401828e-05,2.9554335497549918e-08,0.004056320486147899,9.777699520607414e-08,0.0003844301480960214,-5.499663055693422e-07,0.0015132154017859767,1.2301262375140178e-06,0.09683707468204926,4.055027248222223e-06,0.006812711947379497,-2.2836377579423774e-05,22.019948772196937,77.09648074610439,1.2949491473953576,4.533889839716908,39.99989875004272,-19.910000075937482
[0.08],0.00010210304884450641,9.740944597393849e-08,0.006446996246143985,3.158416515255463e-07,0.00044915912559635284,-1.8027558306067735e-06,0.0006745371092276822,3.4048394496323256e-06,0.11953405614462846,1.0927313318512644e-05,0.0032364488688918576,-6.263978807348177e-05,22.019948772196937,77.09648074610439,1.7094491398913891,5.9851416578446575,39.999820000135,-19.880000179999918
[0.1],8.815329321588276e-05,2.409987676799782e-07,0.009191960742212377,7.644000795102346e-07,0.0003854088953340817,-4.432659853846052e-06,-0.0007591340145854753,7.221557287795585e-06,0.137247897673651,2.2486983666822527e-05,-0.0031875115546450574,-0.00013149418114887835,88.9306667645538,97.51684021124838,2.1156591325375,7.4073684396098525,39.99971875032959,-19.850000351562255
[0.12],3.597502540589194e-05,5.012704133052126e-07,0.0121937339542189,1.5528943234103428e-06,0.00014269812842534392,-9.15609138854598e-06,-0.002666758757846754,1.3116744862454432e-05,0.15008764394483243,3.951573481925074e-05,-0.0121355385259629,-0.00023616228278798652,88.9306667645538,97.51684021124838,3.851959285177826,9.209557875042623,39.999595000683435,-19.820000607499384
[0.14],-6.057909738207855e-05,9.249121965784206e-07,0.01535948160859362,2.7939110934951276e-06,-0.0003199273147707362,-1.6762766112668774e-05,-0.004850293597179256,2.1383688749930822e-05,0.15828669216948055,6.210511141638866e-05,-0.02313127275039421,-0.00038029781191212936,88.9306667645538,97.51684021124838,5.553533434765345,10.97570352176674,39.99944875126615,-19.790000964686172
[0.16],-0.00020400436565946569,1.5601540361885576e-06,0.018602986594148555,4.58654721510896e-06,-0.0010323207605688178,-2.8027194116128148e-05,-0.007119379287141804,3.2094991379469255e-05,0.1621775351722866,8.945161617358668e-05,-0.035619673863355496,-0.0005631218531493764,88.9306667645538,97.51684021124838,7.221076101361115,12.706526255556373,39.99928000216,-19.760001439997406
[0.18],-0.00039296572516882717,2.457100021125086e-06,0.021846203255727968,7.016853632358876e-06,-0.002012195392977853,-4.3707987329909596e-05,-0.009280662229557809,4.53262990492521e-05,0.1621704999027954,0.00012070594058741475,-0.04899373521596943,-0.0007838145308474369,88.9306667645538,97.51684021124838,8.855267914624969,14.402732534670212,39.999088753459894,-19.730002050307828
